x angle0interp angle0integration angle1interp angle1integration angle2interp angle2integration angle3interp angle3integration angle4interp angle4integration angle5interp angle5integration angle6interp angle6integration angle7interp angle7integration 
21.82182182 -1.534146358e-10 -2.205399006e-10 -2.183648325e-08 -2.180719318e-08 -7.406600543e-08 -7.414393817e-08 -1.268935544e-07 -1.267958161e-07 -1.487534928e-07 -1.486976035e-07 -1.268935544e-07 -1.267958161e-07 -7.406600543e-08 -7.414393817e-08 -2.183648325e-08 -2.180719318e-08 
21.92192192 -3.49147377e-10 -2.08010203e-10 -2.06235429e-08 -2.075763275e-08 -7.065633006e-08 -7.057946242e-08 -1.205288075e-07 -1.207003737e-07 -1.414151439e-07 -1.415490791e-07 -1.205288075e-07 -1.207003737e-07 -7.065633006e-08 -7.057946242e-08 -2.06235429e-08 -2.075763275e-08 
22.02202202 -6.849706727e-11 -1.962058668e-10 -1.979186307e-08 -1.975912473e-08 -6.715795125e-08 -6.718812484e-08 -1.149350072e-07 -1.149009872e-07 -1.347483716e-07 -1.347477695e-07 -1.149350072e-07 -1.149009872e-07 -6.715795125e-08 -6.718812484e-08 -1.979186307e-08 -1.975912473e-08 
22.12212212 -1.077287527e-10 -1.850840308e-10 -1.88507939e-08 -1.880915507e-08 -6.387779413e-08 -6.396141447e-08 -1.09485655e-07 -1.093831047e-07 -1.283480994e-07 -1.282766076e-07 -1.09485655e-07 -1.093831047e-07 -6.387779413e-08 -6.396141447e-08 -1.88507939e-08 -1.880915507e-08 
22.22222222 -2.967620342e-10 -1.746044224e-10 -1.777965648e-08 -1.790533533e-08 -6.096654772e-08 -6.089124461e-08 -1.039772193e-07 -1.041328995e-07 -1.219912552e-07 -1.221193771e-07 -1.039772193e-07 -1.041328995e-07 -6.096654772e-08 -6.089124461e-08 -1.777965648e-08 -1.790533533e-08 
22.32232232 -7.334396665e-11 -1.647291984e-10 -1.705785085e-08 -1.704539626e-08 -5.795235049e-08 -5.796993124e-08 -9.914798328e-08 -9.913723371e-08 -1.16245865e-07 -1.162606692e-07 -9.914798328e-08 -9.913723371e-08 -5.795235049e-08 -5.796993124e-08 -1.705785085e-08 -1.704539626e-08 
22.42242242 -6.398322224e-11 -1.554227954e-10 -1.62878015e-08 -1.622718179e-08 -5.509779783e-08 -5.519017274e-08 -9.448988652e-08 -9.438362273e-08 -1.107766019e-07 -1.106858416e-07 -9.448988652e-08 -9.438362273e-08 -5.509779783e-08 -5.519017274e-08 -1.62878015e-08 -1.622718179e-08 
22.52252252 -2.446614915e-10 -1.466517888e-10 -1.53357989e-08 -1.544864327e-08 -5.260882988e-08 -5.254503048e-08 -8.972483662e-08 -8.986020278e-08 -1.052663326e-07 -1.053809802e-07 -8.972483662e-08 -8.986020278e-08 -5.260882988e-08 -5.254503048e-08 -1.53357989e-08 -1.544864327e-08 
22.62262262 -9.613345477e-11 -1.383847612e-10 -1.469490289e-08 -1.470783404e-08 -5.003059588e-08 -5.002791053e-08 -8.553918827e-08 -8.555569936e-08 -1.00295978e-07 -1.003328617e-07 -8.553918827e-08 -8.555569936e-08 -5.003059588e-08 -5.002791053e-08 -1.469490289e-08 -1.470783404e-08 
22.72272272 -2.596369958e-11 -1.305921788e-10 -1.408083167e-08 -1.400290425e-08 -4.753235881e-08 -4.763254627e-08 -8.156235376e-08 -8.145939747e-08 -9.562546638e-08 -9.552891944e-08 -8.156235376e-08 -8.145939747e-08 -4.753235881e-08 -4.763254627e-08 -1.408083167e-08 -1.400290425e-08 
22.82282282 -1.901617132e-10 -1.232462762e-10 -1.324157241e-08 -1.333209602e-08 -4.539483632e-08 -4.535298187e-08 -7.745567062e-08 -7.756111351e-08 -9.086759528e-08 -9.095720973e-08 -7.745567062e-08 -7.756111351e-08 -4.539483632e-08 -4.535298187e-08 -1.324157241e-08 -1.333209602e-08 
22.92292292 -1.383346643e-10 -1.163209477e-10 -1.265326754e-08 -1.269373872e-08 -4.321259568e-08 -4.318355662e-08 -7.380732992e-08 -7.385116845e-08 -8.65448762e-08 -8.660638079e-08 -7.380732992e-08 -7.385116845e-08 -4.321259568e-08 -4.318355662e-08 -1.265326754e-08 -1.269373872e-08 
23.02302302 1.559090554e-12 -1.097916433e-10 -1.216440225e-08 -1.208624462e-08 -4.101718575e-08 -4.111889016e-08 -7.04093706e-08 -7.032036251e-08 -8.255132748e-08 -8.246564293e-08 -7.04093706e-08 -7.032036251e-08 -4.101718575e-08 -4.111889016e-08 -1.216440225e-08 -1.208624462e-08 
23.12312312 -1.332409986e-10 -1.03635286e-10 -1.145537296e-08 -1.150810473e-08 -3.916530035e-08 -3.915386828e-08 -6.689995165e-08 -6.695995102e-08 -7.847701683e-08 -7.852474022e-08 -6.689995165e-08 -6.695995102e-08 -3.916530035e-08 -3.915386828e-08 -1.145537296e-08 -1.150810473e-08 
23.22322322 -1.644563304e-10 -9.783015798e-11 -1.089241307e-08 -1.095788477e-08 -3.734405062e-08 -3.728362968e-08 -6.369532293e-08 -6.376162161e-08 -7.469080722e-08 -7.47739238e-08 -6.369532293e-08 -6.376162161e-08 -3.734405062e-08 -3.728362968e-08 -1.089241307e-08 -1.095788477e-08 
23.32332332 1.279569159e-11 -9.235584154e-11 -1.049487903e-08 -1.043422147e-08 -3.541305479e-08 -3.550355316e-08 -6.078152101e-08 -6.071747251e-08 -7.126345985e-08 -7.120392632e-08 -6.078152101e-08 -6.071747251e-08 -3.541305479e-08 -3.550355316e-08 -1.049487903e-08 -1.043422147e-08 
23.42342342 -7.687190479e-11 -8.719312828e-11 -9.929710089e-09 -9.935818989e-09 -3.378638565e-08 -3.380924567e-08 -5.780730319e-08 -5.781999197e-08 -6.781839568e-08 -6.780593791e-08 -5.780730319e-08 -5.781999197e-08 -3.378638565e-08 -3.380924567e-08 -9.929710089e-09 -9.935818989e-09 
23.52352352 -1.615954735e-10 -8.232394813e-11 -9.379889679e-09 -9.461445502e-09 -3.226835891e-08 -3.219653085e-08 -5.498422703e-08 -5.506203872e-08 -6.447668778e-08 -6.457158323e-08 -5.498422703e-08 -5.506203872e-08 -3.226835891e-08 -3.219653085e-08 -9.379889679e-09 -9.461445502e-09 
23.62362362 1.164638918e-12 -7.773130035e-11 -9.039187614e-09 -9.009930028e-09 -3.060206796e-08 -3.066143819e-08 -5.24679592e-08 -5.243682346e-08 -6.15157182e-08 -6.149289973e-08 -5.24679592e-08 -5.243682346e-08 -3.060206796e-08 -3.066143819e-08 -9.039187614e-09 -9.009930028e-09 
23.72372372 -2.682388008e-11 -7.339918883e-11 -8.616753092e-09 -8.580159361e-09 -2.914616522e-08 -2.920019273e-08 -4.996107706e-08 -4.993789127e-08 -5.862222106e-08 -5.856231701e-08 -4.996107706e-08 -4.993789127e-08 -2.914616522e-08 -2.920019273e-08 -8.616753092e-09 -8.580159361e-09 
23.82382382 -1.334455175e-10 -6.931256156e-11 -8.090025862e-09 -8.17107518e-09 -2.786509659e-08 -2.780920533e-08 -4.748764566e-08 -4.755910488e-08 -5.568350171e-08 -5.577263727e-08 -4.748764566e-08 -4.755910488e-08 -2.786509659e-08 -2.780920533e-08 -8.090025862e-09 -8.17107518e-09 
23.92392392 -4.026747988e-11 -6.545725337e-11 -7.773085731e-09 -7.781671308e-09 -2.648022169e-08 -2.648506336e-08 -4.529103127e-08 -4.529462883e-08 -5.31001474e-08 -5.311701667e-08 -4.529103127e-08 -4.529462883e-08 -2.648022169e-08 -2.648506336e-08 -7.773085731e-09 -7.781671308e-09 
24.02402402 9.050328413e-12 -6.181993286e-11 -7.470301047e-09 -7.410991101e-09 -2.515115946e-08 -2.522452189e-08 -4.318366677e-08 -4.313891444e-08 -5.065657952e-08 -5.05889477e-08 -4.318366677e-08 -4.313891444e-08 -2.515115946e-08 -2.522452189e-08 -7.470301047e-09 -7.410991101e-09 
24.12412412 -8.853455452e-11 -5.838805212e-11 -7.002465435e-09 -7.058124979e-09 -2.404663501e-08 -2.402449539e-08 -4.104561191e-08 -4.108668551e-08 -4.812440447e-08 -4.818224246e-08 -4.104561191e-08 -4.108668551e-08 -2.404663501e-08 -2.402449539e-08 -7.002465435e-09 -7.058124979e-09 
24.22422422 -9.550743219e-11 -5.514979971e-11 -6.67938423e-09 -6.722208074e-09 -2.292747857e-08 -2.288204974e-08 -3.91011763e-08 -3.913292477e-08 -4.584108246e-08 -4.58910167e-08 -3.91011763e-08 -3.913292477e-08 -2.292747857e-08 -2.288204974e-08 -6.67938423e-09 -6.722208074e-09 
24.32432432 2.173957025e-11 -5.209405651e-11 -6.448509612e-09 -6.402418009e-09 -2.172306045e-08 -2.179439473e-08 -3.731035511e-08 -3.727286098e-08 -4.375592313e-08 -4.370967475e-08 -3.731035511e-08 -3.727286098e-08 -2.172306045e-08 -2.179439473e-08 -6.448509612e-09 -6.402418009e-09 
24.42442442 -3.86586307e-11 -4.921035431e-11 -6.095458784e-09 -6.097972774e-09 -2.074177231e-08 -2.075887688e-08 -3.548770473e-08 -3.550195673e-08 -4.163560689e-08 -4.163289516e-08 -3.548770473e-08 -3.550195673e-08 -2.074177231e-08 -2.075887688e-08 -6.095458784e-09 -6.097972774e-09 
24.52452452 -1.020429695e-10 -4.648883685e-11 -5.746020768e-09 -5.80812872e-09 -1.982784177e-08 -1.97729727e-08 -3.377221279e-08 -3.381589682e-08 -3.958977423e-08 -3.96556171e-08 -3.377221279e-08 -3.381589682e-08 -1.982784177e-08 -1.97729727e-08 -5.746020768e-09 -5.80812872e-09 
24.62462462 2.159926856e-12 -4.392022336e-11 -5.544699228e-09 -5.532178653e-09 -1.879570469e-08 -1.883428217e-08 -3.2224357e-08 -3.221057723e-08 -3.778302772e-08 -3.777302743e-08 -3.2224357e-08 -3.221057723e-08 -1.879570469e-08 -1.883428217e-08 -5.544699228e-09 -5.532178653e-09 
24.72472472 2.756751996e-12 -4.149577424e-11 -5.310990152e-09 -5.269450025e-09 -1.789229542e-08 -1.79405227e-08 -3.06890438e-08 -3.068209466e-08 -3.602433911e-08 -3.598054841e-08 -3.06890438e-08 -3.068209466e-08 -1.789229542e-08 -1.79405227e-08 -5.310990152e-09 -5.269450025e-09 
24.82482482 -7.344277073e-11 -3.920725883e-11 -4.964215736e-09 -5.019303208e-09 -1.712031046e-08 -1.708952323e-08 -2.919675613e-08 -2.922673657e-08 -3.421958478e-08 -3.427382604e-08 -2.919675613e-08 -2.922673657e-08 -1.712031046e-08 -1.708952323e-08 -4.964215736e-09 -5.019303208e-09 
24.92492492 -5.398523185e-11 -3.704692519e-11 -4.756811528e-09 -4.781129867e-09 -1.630305929e-08 -1.627921878e-08 -2.782921194e-08 -2.784097178e-08 -3.262304664e-08 -3.2648719e-08 -2.782921194e-08 -2.784097178e-08 -1.630305929e-08 -1.627921878e-08 -4.756811528e-09 -4.781129867e-09 
25.02502503 2.227249019e-11 -3.500747168e-11 -4.595209645e-09 -4.554351407e-09 -1.544979213e-08 -1.550764516e-08 -2.654340063e-08 -2.652144146e-08 -3.114038685e-08 -3.110128818e-08 -2.654340063e-08 -2.652144146e-08 -1.544979213e-08 -1.550764516e-08 -4.595209645e-09 -4.554351407e-09 
25.12512513 -3.046811339e-11 -3.308202028e-11 -4.326603988e-09 -4.3384175e-09 -1.476653291e-08 -1.477293399e-08 -2.524938696e-08 -2.52649506e-08 -2.96165278e-08 -2.962778638e-08 -2.524938696e-08 -2.52649506e-08 -1.476653291e-08 -1.477293399e-08 -4.326603988e-09 -4.3384175e-09 
25.22522523 -7.408474527e-11 -3.126409153e-11 -4.085042665e-09 -4.132804689e-09 -1.411692779e-08 -1.4073308e-08 -2.404390329e-08 -2.406846e-08 -2.817891727e-08 -2.822464943e-08 -2.404390329e-08 -2.406846e-08 -1.411692779e-08 -1.4073308e-08 -4.085042665e-09 -4.132804689e-09 
25.32532533 7.836919945e-12 -2.954758094e-11 -3.948544124e-09 -3.937015055e-09 -1.337296286e-08 -1.340707651e-08 -2.293972172e-08 -2.292907847e-08 -2.689915771e-08 -2.688848661e-08 -2.293972172e-08 -2.292907847e-08 -1.337296286e-08 -1.340707651e-08 -3.948544124e-09 -3.937015055e-09 
25.42542543 6.911455929e-12 -2.792673689e-11 -3.784269149e-09 -3.750574959e-09 -1.273540976e-08 -1.277263113e-08 -2.183875437e-08 -2.184405562e-08 -2.564255699e-08 -2.56160723e-08 -2.183875437e-08 -2.184405562e-08 -1.273540976e-08 -1.277263113e-08 -3.784269149e-09 -3.750574959e-09 
25.52552553 -5.113712183e-11 -2.63961399e-11 -3.52998043e-09 -3.573033843e-09 -1.219140276e-08 -1.216844179e-08 -2.079553122e-08 -2.081077489e-08 -2.436743478e-08 -2.440433789e-08 -2.079553122e-08 -2.081077489e-08 -1.219140276e-08 -1.216844179e-08 -3.52998043e-09 -3.573033843e-09 
25.62562563 -4.341731159e-11 -2.495068272e-11 -3.381526339e-09 -3.403963089e-09 -1.161485268e-08 -1.159305278e-08 -1.981965922e-08 -1.982674695e-08 -2.323065784e-08 -2.325036396e-08 -1.981965922e-08 -1.982674695e-08 -1.161485268e-08 -1.159305278e-08 -3.381526339e-09 -3.403963089e-09 
25.72572573 2.116294055e-11 -2.358555266e-11 -3.272788457e-09 -3.24295494e-09 -1.100041836e-08 -1.104507918e-08 -1.890002522e-08 -1.888960345e-08 -2.217701554e-08 -2.215137299e-08 -1.890002522e-08 -1.888960345e-08 -1.100041836e-08 -1.104507918e-08 -3.272788457e-09 -3.24295494e-09 
25.82582583 -1.342790822e-11 -2.229621364e-11 -3.090065408e-09 -3.089621472e-09 -1.051243868e-08 -1.052320332e-08 -1.798414618e-08 -1.799709109e-08 -2.10992182e-08 -2.110472238e-08 -1.798414618e-08 -1.799709109e-08 -1.051243868e-08 -1.052320332e-08 -3.090065408e-09 -3.089621472e-09 
25.92592593 -5.371048487e-11 -2.107839028e-11 -2.90329979e-09 -2.943593617e-09 -1.005849054e-08 -1.00261715e-08 -1.713484914e-08 -1.714706587e-08 -2.00747547e-08 -2.01078978e-08 -1.713484914e-08 -1.714706587e-08 -1.005849054e-08 -1.00261715e-08 -2.90329979e-09 -2.943593617e-09 
26.02602603 -1.610864334e-12 -1.992805258e-11 -2.804892386e-09 -2.804520236e-09 -9.537472186e-09 -9.552790845e-09 -1.634163448e-08 -1.633748804e-08 -1.916014689e-08 -1.91585069e-08 -1.634163448e-08 -1.633748804e-08 -9.537472186e-09 -9.552790845e-09 -2.804892386e-09 -2.804520236e-09 
26.12612613 1.48709441e-11 -1.884140159e-11 -2.702437386e-09 -2.672067239e-09 -9.067705671e-09 -9.101926317e-09 -1.55594684e-08 -1.55664164e-08 -1.827355335e-08 -1.825427334e-08 -1.55594684e-08 -1.55664164e-08 -9.067705671e-09 -9.101926317e-09 -2.702437386e-09 -2.672067239e-09 
26.22622623 -2.731532581e-11 -1.781485588e-11 -2.520216538e-09 -2.545916744e-09 -8.680869897e-09 -8.672497891e-09 -1.482321803e-08 -1.483200406e-08 -1.737584043e-08 -1.739303107e-08 -1.482321803e-08 -1.483200406e-08 -8.680869897e-09 -8.672497891e-09 -2.520216538e-09 -2.545916744e-09 
26.32632633 -4.228243981e-11 -1.684503888e-11 -2.398690212e-09 -2.425766286e-09 -8.288698257e-09 -8.263477837e-09 -1.412712378e-08 -1.41324935e-08 -1.655274207e-08 -1.657271895e-08 -1.412712378e-08 -1.41324935e-08 -8.288698257e-09 -8.263477837e-09 -2.398690212e-09 -2.425766286e-09 
26.42642643 1.481163417e-11 -1.592876692e-11 -2.32573135e-09 -2.311328058e-09 -7.844730056e-09 -7.873888182e-09 -1.347129482e-08 -1.346621228e-08 -1.580342936e-08 -1.579137563e-08 -1.347129482e-08 -1.346621228e-08 -7.844730056e-09 -7.873888182e-09 -2.32573135e-09 -2.311328058e-09 
26.52652653 4.420546253e-12 -1.506303803e-11 -2.221433998e-09 -2.202328194e-09 -7.483045443e-09 -7.502798261e-09 -1.281869218e-08 -1.283156884e-08 -1.504852773e-08 -1.504713459e-08 -1.281869218e-08 -1.283156884e-08 -7.483045443e-09 -7.502798261e-09 -2.221433998e-09 -2.202328194e-09 
26.62662663 -3.2872819e-11 -1.424502136e-11 -2.067465372e-09 -2.098506084e-09 -7.16706625e-09 -7.149322405e-09 -1.22238946e-08 -1.22270486e-08 -1.431898345e-08 -1.433821961e-08 -1.22238946e-08 -1.22270486e-08 -7.16706625e-09 -7.149322405e-09 -2.067465372e-09 -2.098506084e-09 
26.72672673 -2.384264144e-11 -1.347204727e-11 -1.985749624e-09 -1.999613727e-09 -6.821515157e-09 -6.812617748e-09 -1.165138673e-08 -1.165121015e-08 -1.365486354e-08 -1.366294027e-08 -1.165138673e-08 -1.165121015e-08 -6.821515157e-09 -6.812617748e-09 -1.985749624e-09 -1.999613727e-09 
26.82682683 1.728624124e-11 -1.274159797e-11 -1.925495786e-09 -1.905415115e-09 -6.463197547e-09 -6.491882129e-09 -1.110080683e-08 -1.110268168e-08 -1.30324443e-08 -1.301968781e-08 -1.110080683e-08 -1.110268168e-08 -6.463197547e-09 -6.491882129e-09 -1.925495786e-09 -1.905415115e-09 
26.92692693 -4.104674356e-12 -1.205129871e-11 -1.81875966e-09 -1.815685645e-09 -6.178411407e-09 -6.18635211e-09 -1.05692939e-08 -1.058015763e-08 -1.240025716e-08 -1.24069311e-08 -1.05692939e-08 -1.058015763e-08 -6.178411407e-09 -6.18635211e-09 -1.81875966e-09 -1.815685645e-09 
27.02702703 -3.215795965e-11 -1.139890955e-11 -1.702348228e-09 -1.730211562e-09 -5.914760709e-09 -5.895301083e-09 -1.008314556e-08 -1.00823954e-08 -1.180727174e-08 -1.182321291e-08 -1.008314556e-08 -1.00823954e-08 -5.914760709e-09 -5.895301083e-09 -1.702348228e-09 -1.730211562e-09 
27.12712713 -5.559686664e-12 -1.078231753e-11 -1.644606333e-09 -1.648789429e-09 -5.61384608e-09 -5.618037481e-09 -9.610518585e-09 -9.608212304e-09 -1.126659182e-08 -1.126714624e-08 -9.610518585e-09 -9.608212304e-09 -5.61384608e-09 -5.618037481e-09 -1.644606333e-09 -1.648789429e-09 
27.22722723 1.485047406e-11 -1.019952937e-11 -1.591400379e-09 -1.571225625e-09 -5.330352455e-09 -5.353903061e-09 -9.146416527e-09 -9.15648266e-09 -1.074495757e-08 -1.073741097e-08 -9.146416527e-09 -9.15648266e-09 -5.330352455e-09 -5.353903061e-09 -1.591400379e-09 -1.571225625e-09 
27.32732733 -9.218268905e-12 -9.648664582e-12 -1.488156249e-09 -1.497335867e-09 -5.10190777e-09 -5.102271292e-09 -8.719190233e-09 -8.726135005e-09 -1.022463798e-08 -1.023275054e-08 -8.719190233e-09 -8.726135005e-09 -5.10190777e-09 -5.102271292e-09 -1.488156249e-09 -1.497335867e-09 
27.42742743 -2.811741259e-11 -9.127948924e-12 -1.404426999e-09 -1.426944753e-09 -4.879353401e-09 -4.862545802e-09 -8.318948835e-09 -8.316149456e-09 -9.740907919e-09 -9.75196891e-09 -8.318948835e-09 -8.316149456e-09 -4.879353401e-09 -4.862545802e-09 -1.404426999e-09 -1.426944753e-09 
27.52752753 3.84041719e-12 -8.635708353e-12 -1.361527201e-09 -1.359885328e-09 -4.624362708e-09 -4.634158919e-09 -7.927296854e-09 -7.925555206e-09 -9.296798785e-09 -9.293927566e-09 -7.927296854e-09 -7.925555206e-09 -4.624362708e-09 -4.634158919e-09 -1.361527201e-09 -1.359885328e-09 
27.62762763 1.156904669e-11 -8.170363238e-12 -1.313580143e-09 -1.295998679e-09 -4.398548871e-09 -4.416570273e-09 -7.541023103e-09 -7.553428137e-09 -8.857905671e-09 -8.857542765e-09 -7.541023103e-09 -7.553428137e-09 -4.398548871e-09 -4.416570273e-09 -1.313580143e-09 -1.295998679e-09 
27.72772773 -1.133573103e-11 -7.730422951e-12 -1.221607368e-09 -1.235133537e-09 -4.212804363e-09 -4.209265467e-09 -7.195411763e-09 -7.198888551e-09 -8.434738246e-09 -8.441782857e-09 -7.195411763e-09 -7.198888551e-09 -4.212804363e-09 -4.209265467e-09 -1.221607368e-09 -1.235133537e-09 
27.82782783 -2.318005411e-11 -7.314480767e-12 -1.159511894e-09 -1.177145909e-09 -4.024387589e-09 -4.011754823e-09 -6.865004261e-09 -6.861099014e-09 -8.038753554e-09 -8.045665758e-09 -6.865004261e-09 -6.861099014e-09 -4.024387589e-09 -4.011754823e-09 -1.159511894e-09 -1.177145909e-09 
27.92792793 7.401839057e-12 -6.921209062e-12 -1.126341077e-09 -1.121898725e-09 -3.812306197e-09 -3.823572175e-09 -6.53921177e-09 -6.539262308e-09 -7.671845274e-09 -7.668256543e-09 -6.53921177e-09 -6.539262308e-09 -3.812306197e-09 -3.823572175e-09 -1.126341077e-09 -1.121898725e-09 
28.02802803 8.965298521e-12 -6.549354785e-12 -1.083665656e-09 -1.0692615e-09 -3.630662557e-09 -3.644273734e-09 -6.220470725e-09 -6.232619479e-09 -7.304855137e-09 -7.308665166e-09 -6.220470725e-09 -6.232619479e-09 -3.630662557e-09 -3.644273734e-09 -1.083665656e-09 -1.0692615e-09 
28.12812813 -1.137925159e-11 -6.197735208e-12 -1.005087196e-09 -1.019110016e-09 -3.478348608e-09 -3.473437002e-09 -5.939322031e-09 -5.940447974e-09 -6.960701584e-09 -6.96604428e-09 -5.939322031e-09 -5.940447974e-09 -3.478348608e-09 -3.473437002e-09 -1.005087196e-09 -1.019110016e-09 
28.22822823 -1.880492946e-11 -5.86523391e-12 -9.573123079e-10 -9.713260156e-10 -3.319432778e-09 -3.310659742e-09 -5.666680806e-09 -5.662059912e-09 -6.635596763e-09 -6.639587168e-09 -5.666680806e-09 -5.662059912e-09 -3.319432778e-09 -3.310659742e-09 -9.573123079e-10 -9.713260156e-10 
28.32832833 8.187920368e-12 -5.550797e-12 -9.31015529e-10 -9.257969168e-10 -3.145070434e-09 -3.155558992e-09 -5.39498276e-09 -5.396800349e-09 -6.331513925e-09 -6.328525778e-09 -5.39498276e-09 -5.396800349e-09 -3.145070434e-09 -3.155558992e-09 -9.31015529e-10 -9.257969168e-10 
28.42842843 7.377256432e-12 -5.25342955e-12 -8.941781386e-10 -8.82415537e-10 -2.997201461e-09 -3.007770141e-09 -5.132876647e-09 -5.144045735e-09 -6.026722506e-09 -6.032128852e-09 -5.132876647e-09 -5.144045735e-09 -2.997201461e-09 -3.007770141e-09 -8.941781386e-10 -8.82415537e-10 
28.52852853 -1.017695912e-11 -4.972192253e-12 -8.282524683e-10 -8.410798243e-10 -2.871739159e-09 -2.866946034e-09 -4.903304476e-09 -4.903202373e-09 -5.745887794e-09 -5.749700163e-09 -4.903304476e-09 -4.903202373e-09 -2.871739159e-09 -2.866946034e-09 -8.282524683e-10 -8.410798243e-10 
28.62862863 -1.554041625e-11 -4.706198253e-12 -7.90036462e-10 -8.016926254e-10 -2.738809644e-09 -2.732756132e-09 -4.678826462e-09 -4.673704979e-09 -5.478494444e-09 -5.480576771e-09 -4.678826462e-09 -4.673704979e-09 -2.738809644e-09 -2.732756132e-09 -7.90036462e-10 -8.016926254e-10 
28.72872873 7.65292684e-12 -4.454610179e-12 -7.689184249e-10 -7.641614327e-10 -2.596215759e-09 -2.604885711e-09 -4.452182501e-09 -4.455015314e-09 -5.226174641e-09 -5.224127485e-09 -4.452182501e-09 -4.455015314e-09 -2.596215759e-09 -2.604885711e-09 -7.689184249e-10 -7.641614327e-10 
28.82882883 6.661000709e-12 -4.216637333e-12 -7.383651467e-10 -7.283981677e-10 -2.474384947e-09 -2.483035092e-09 -4.236406905e-09 -4.246620872e-09 -4.973870821e-09 -4.97975128e-09 -4.236406905e-09 -4.246620872e-09 -2.474384947e-09 -2.483035092e-09 -7.383651467e-10 -7.283981677e-10 
28.92892893 -8.290490814e-12 -3.991533049e-12 -6.834308626e-10 -6.943189653e-10 -2.37082036e-09 -2.366918923e-09 -4.04842308e-09 -4.048033644e-09 -4.744098089e-09 -4.74687586e-09 -4.04842308e-09 -4.048033644e-09 -2.37082036e-09 -2.366918923e-09 -6.834308626e-10 -6.943189653e-10 
29.02902903 -1.329364148e-11 -3.778592202e-12 -6.515784045e-10 -6.618439707e-10 -2.260815017e-09 -2.256265484e-09 -3.864431555e-09 -3.858788935e-09 -4.524157778e-09 -4.524956269e-09 -3.864431555e-09 -3.858788935e-09 -2.260815017e-09 -2.256265484e-09 -6.515784045e-10 -6.618439707e-10 
29.12912913 6.396555668e-12 -3.577148861e-12 -6.344658574e-10 -6.308971457e-10 -2.144285483e-09 -2.150816028e-09 -3.675574735e-09 -3.678444264e-09 -4.314757819e-09 -4.313473576e-09 -3.675574735e-09 -3.678444264e-09 -2.144285483e-09 -2.150816028e-09 -6.344658574e-10 -6.308971457e-10 
29.22922923 6.515603189e-12 -3.386574077e-12 -6.102232602e-10 -6.014060846e-10 -2.042849179e-09 -2.050324162e-09 -3.497103947e-09 -3.506578164e-09 -4.106045594e-09 -4.111933618e-09 -3.497103947e-09 -3.506578164e-09 -2.042849179e-09 -2.050324162e-09 -6.102232602e-10 -6.014060846e-10 
29.32932933 -6.046773538e-12 -3.206273796e-12 -5.647771217e-10 -5.733018391e-10 -1.95720705e-09 -1.954555243e-09 -3.342731121e-09 -3.342789436e-09 -3.9175287e-09 -3.919865807e-09 -3.342731121e-09 -3.342789436e-09 -1.95720705e-09 -1.954555243e-09 -5.647771217e-10 -5.733018391e-10 
29.42942943 -1.164529601e-11 -3.035686899e-12 -5.370489131e-10 -5.46518752e-10 -1.867191309e-09 -1.863285824e-09 -3.192681056e-09 -3.186695909e-09 -3.737039267e-09 -3.736822e-09 -3.192681056e-09 -3.186695909e-09 -1.867191309e-09 -1.863285824e-09 -5.370489131e-10 -5.46518752e-10 
29.52952953 4.579146837e-12 -2.874283319e-12 -5.229553816e-10 -5.209942982e-10 -1.771743659e-09 -1.776303107e-09 -3.035892254e-09 -3.037933651e-09 -3.563248739e-09 -3.562375415e-09 -3.035892254e-09 -3.037933651e-09 -1.771743659e-09 -1.776303107e-09 -5.229553816e-10 -5.209942982e-10 
29.62962963 6.609844995e-12 -2.721562357e-12 -5.045707994e-10 -4.966689347e-10 -1.686737227e-09 -1.693404432e-09 -2.887285138e-09 -2.896156075e-09 -3.390473545e-09 -3.396119607e-09 -2.887285138e-09 -2.896156075e-09 -1.686737227e-09 -1.693404432e-09 -5.045707994e-10 -4.966689347e-10 
29.72972973 -3.63937629e-12 -2.577050968e-12 -4.677395948e-10 -4.734859564e-10 -1.615663244e-09 -1.614396794e-09 -2.759995468e-09 -2.761033099e-09 -3.235212454e-09 -3.237667486e-09 -2.759995468e-09 -2.761033099e-09 -1.615663244e-09 -1.614396794e-09 -4.677395948e-10 -4.734859564e-10 
29.82982983 -1.011539404e-11 -2.440302243e-12 -4.424896678e-10 -4.5139136e-10 -1.542721881e-09 -1.539096374e-09 -2.638068157e-09 -2.632250355e-09 -3.087889596e-09 -3.086650395e-09 -2.638068157e-09 -2.632250355e-09 -1.542721881e-09 -1.539096374e-09 -4.424896678e-10 -4.5139136e-10 
29.92992993 2.149491005e-12 -2.310893936e-12 -4.304760082e-10 -4.303337144e-10 -1.464329706e-09 -1.467328102e-09 -2.508890173e-09 -2.509508435e-09 -2.943516854e-09 -2.942717212e-09 -2.508890173e-09 -2.509508435e-09 -1.464329706e-09 -1.467328102e-09 -4.304760082e-10 -4.303337144e-10 
30.03003003 6.61835433e-12 -2.188427083e-12 -4.170877606e-10 -4.102640366e-10 -1.3930379e-09 -1.398925236e-09 -2.384326132e-09 -2.392522157e-09 -2.800405385e-09 -2.80553353e-09 -2.384326132e-09 -2.392522157e-09 -1.3930379e-09 -1.398925236e-09 -4.170877606e-10 -4.102640366e-10 
